NAME,Prob,C,FACTOR,UNITS,DESC,SOURCE,SYM,DIST,PARM2(EF),CCF GROUP,LINK,EQUATION,NOTES,LOCATE,MTIME,TYPE,RATE,U,RATEDIST,RATEEF,STYLE,Support,ModelNotes,Template,SeedValue,Constituents,LoopMarker,Badges,SupportedBy,Attachments,TemplateName
X219-1/2_1_4,0.000323,,3.23E-04,,CCF of two components: X219-1 & X219-MT2,,Y,,,,,,,,,,,,,,,,,,,"X219-1,X219-MT2",,,,,
X219-1/2_2_3,0.000323,,3.23E-04,,CCF of two components: X219-2 & X219-MT1,,Y,,,,,,,,,,,,,,,,,,,"X219-2,X219-MT1",,,,,
X219-1/2_2_4,0.000323,,3.23E-04,,CCF of two components: X219-2 & X219-MT2,,Y,,,,,,,,,,,,,,,,,,,"X219-2,X219-MT2",,,,,
X219-1/2_3_4,0.000323,,3.23E-04,,CCF of two components: X219-MT1 & X219-MT2,,Y,,,,,,,,,,,,,,,,,,,"X219-MT1,X219-MT2",,,,,
X219-2,0.008721743,3,IE-YEAR,,Circuit breaker - general - premature transfer,,U,,,X219-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X219-MT1,7.199741E-05,3,72H,,Bus 111 offsite feeder breaker fails open,,U,,,X219-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X219-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,X219-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X21-MT1,0.005982036,3,DEMAND,,Valve A fails closed,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X21-MT2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X220-1,0.001438964,3,STANDBY-IE,,Bus 111-112 tie breaker fails open,,U,,,X220-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X220-1/2_1_2,5.329E-05,,5.329E-05,,CCF of two components: X220-1 & X220-2,,Y,,,,,,,,,,,,,,,,,,,"X220-1,X220-2",,,,,
X220-1/2_1_3,5.329E-05,,5.329E-05,,CCF of two components: X220-1 & X220-MT1,,Y,,,,,,,,,,,,,,,,,,,"X220-1,X220-MT1",,,,,
X220-1/2_1_4,5.329E-05,,5.329E-05,,CCF of two components: X220-1 & X220-MT2,,Y,,,,,,,,,,,,,,,,,,,"X220-1,X220-MT2",,,,,
X220-1/2_2_3,5.329E-05,,5.329E-05,,CCF of two components: X220-2 & X220-MT1,,Y,,,,,,,,,,,,,,,,,,,"X220-2,X220-MT1",,,,,
X220-1/2_2_4,5.329E-05,,5.329E-05,,CCF of two components: X220-2 & X220-MT2,,Y,,,,,,,,,,,,,,,,,,,"X220-2,X220-MT2",,,,,
X220-1/2_3_4,5.329E-05,,5.329E-05,,CCF of two components: X220-MT1 & X220-MT2,,Y,,,,,,,,,,,,,,,,,,,"X220-MT1,X220-MT2",,,,,
X220-2,0.001438964,3,STANDBY-IE,,Circuit breaker - general - premature transfer,,U,,,X220-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X220-MT1,7.199741E-05,3,72H,,Bus 111-112 tie breaker fails open,,U,,,X220-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X220-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,X220-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X22-1,0.005982036,3,DEMAND,,Valve A fails closed,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X221-1,0.001438964,3,STANDBY-IE,,Bus 112 unit 4kV feeder breaker fails open,,U,,,X221-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X221-1/2_1_2,5.329E-05,,5.329E-05,,CCF of two components: X221-1 & X221-2,,Y,,,,,,,,,,,,,,,,,,,"X221-1,X221-2",,,,,
X221-1/2_1_3,5.329E-05,,5.329E-05,,CCF of two components: X221-1 & X221-MT1,,Y,,,,,,,,,,,,,,,,,,,"X221-1,X221-MT1",,,,,
X221-1/2_1_4,5.329E-05,,5.329E-05,,CCF of two components: X221-1 & X221-MT2,,Y,,,,,,,,,,,,,,,,,,,"X221-1,X221-MT2",,,,,
X221-1/2_2_3,5.329E-05,,5.329E-05,,CCF of two components: X221-2 & X221-MT1,,Y,,,,,,,,,,,,,,,,,,,"X221-2,X221-MT1",,,,,
X221-1/2_2_4,5.329E-05,,5.329E-05,,CCF of two components: X221-2 & X221-MT2,,Y,,,,,,,,,,,,,,,,,,,"X221-2,X221-MT2",,,,,
X221-1/2_3_4,5.329E-05,,5.329E-05,,CCF of two components: X221-MT1 & X221-MT2,,Y,,,,,,,,,,,,,,,,,,,"X221-MT1,X221-MT2",,,,,
X221-2,0.001438964,3,STANDBY-IE,,Circuit breaker - general - premature transfer,,U,,,X221-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X221-MT1,7.199741E-05,3,72H,,Bus 112 unit 4kV feeder breaker fails open,,U,,,X221-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X221-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,X221-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X22-2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X222-1,0.008721743,3,IE-YEAR,,bus 111-112 tie breaker fails open,,U,,,X222-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X222-1/2_1_2,0.000323,,3.23E-04,,CCF of two components: X222-1 & X222-2,,Y,,,,,,,,,,,,,,,,,,,"X222-1,X222-2",,,,,
X222-1/2_1_3,0.000323,,3.23E-04,,CCF of two components: X222-1 & X222-MT1,,Y,,,,,,,,,,,,,,,,,,,"X222-1,X222-MT1",,,,,
X222-1/2_1_4,0.000323,,3.23E-04,,CCF of two components: X222-1 & X222-MT2,,Y,,,,,,,,,,,,,,,,,,,"X222-1,X222-MT2",,,,,
X222-1/2_2_3,0.000323,,3.23E-04,,CCF of two components: X222-2 & X222-MT1,,Y,,,,,,,,,,,,,,,,,,,"X222-2,X222-MT1",,,,,
X222-1/2_2_4,0.000323,,3.23E-04,,CCF of two components: X222-2 & X222-MT2,,Y,,,,,,,,,,,,,,,,,,,"X222-2,X222-MT2",,,,,
X222-1/2_3_4,0.000323,,3.23E-04,,CCF of two components: X222-MT1 & X222-MT2,,Y,,,,,,,,,,,,,,,,,,,"X222-MT1,X222-MT2",,,,,
X222-2,0.008721743,3,IE-YEAR,,Circuit breaker - general - premature transfer,,U,,,X222-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X222-MT1,7.199741E-05,3,72H,,bus 111-112 tie breaker fails open,,U,,,X222-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X222-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,X222-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X223-1,0.001438964,3,STANDBY-IE,,Bus 112 unit 4kV feeder breaker fails open,,U,,,X223-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X223-1/2_1_2,5.329E-05,,5.329E-05,,CCF of two components: X223-1 & X223-2,,Y,,,,,,,,,,,,,,,,,,,"X223-1,X223-2",,,,,
X223-1/2_1_3,5.329E-05,,5.329E-05,,CCF of two components: X223-1 & X223-MT1,,Y,,,,,,,,,,,,,,,,,,,"X223-1,X223-MT1",,,,,
X223-1/2_1_4,5.329E-05,,5.329E-05,,CCF of two components: X223-1 & X223-MT2,,Y,,,,,,,,,,,,,,,,,,,"X223-1,X223-MT2",,,,,
X223-1/2_2_3,5.329E-05,,5.329E-05,,CCF of two components: X223-2 & X223-MT1,,Y,,,,,,,,,,,,,,,,,,,"X223-2,X223-MT1",,,,,
X223-1/2_2_4,5.329E-05,,5.329E-05,,CCF of two components: X223-2 & X223-MT2,,Y,,,,,,,,,,,,,,,,,,,"X223-2,X223-MT2",,,,,
X223-1/2_3_4,5.329E-05,,5.329E-05,,CCF of two components: X223-MT1 & X223-MT2,,Y,,,,,,,,,,,,,,,,,,,"X223-MT1,X223-MT2",,,,,
X223-2,0.001438964,3,STANDBY-IE,,Circuit breaker - general - premature transfer,,U,,,X223-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X223-MT1,7.199741E-05,3,72H,,Bus 112 unit 4kV feeder breaker fails open,,U,,,X223-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X223-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,X223-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X224-A-1,0.08387274,3,IE-YEAR,,Loss of 230kV grid,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X224-A-1-MT,0.0007197409,3,72H,,Loss of 230kV grid,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X224-A-2,0.08387274,3,IE-YEAR,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X224-A-MT1,0.0007197409,3,72H,,Loss of 230kV grid,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X224-A-MT2,0.0007197409,3,72H,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X225-A,0.008721743,3,IE-YEAR,,Startup auxiliary transformer 1 failure,,U,,,,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X225-A-1,0.008721743,3,IE-YEAR,,Startup auxiliary transformer 1 failure,,U,,,X225-A-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X225-A-1/2_1_2,0.0001148,,1.148E-04,,CCF of two components: X225-A-1 & X225-A-1-MT,,Y,,,,,,,,,,,,,,,,,,,"X225-A-1,X225-A-1-MT",,,,,
X225-A-1/2_1_3,0.0001148,,1.148E-04,,CCF of two components: X225-A-1 & X225-A-2,,Y,,,,,,,,,,,,,,,,,,,"X225-A-1,X225-A-2",,,,,
X225-A-1/2_1_4,0.0001148,,1.148E-04,,CCF of two components: X225-A-1 & X225-A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X225-A-1,X225-A-MT1",,,,,
X225-A-1/2_1_5,0.0001148,,1.148E-04,,CCF of two components: X225-A-1 & X225-A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X225-A-1,X225-A-MT2",,,,,
X225-A-1/2_2_3,0.0001148,,1.148E-04,,CCF of two components: X225-A-1-MT & X225-A-2,,Y,,,,,,,,,,,,,,,,,,,"X225-A-1-MT,X225-A-2",,,,,
X225-A-1/2_2_4,0.0001148,,1.148E-04,,CCF of two components: X225-A-1-MT & X225-A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X225-A-1-MT,X225-A-MT1",,,,,
X225-A-1/2_2_5,0.0001148,,1.148E-04,,CCF of two components: X225-A-1-MT & X225-A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X225-A-1-MT,X225-A-MT2",,,,,
X225-A-1/2_3_4,0.0001148,,1.148E-04,,CCF of two components: X225-A-2 & X225-A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X225-A-2,X225-A-MT1",,,,,
X225-A-1/2_3_5,0.0001148,,1.148E-04,,CCF of two components: X225-A-2 & X225-A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X225-A-2,X225-A-MT2",,,,,
X225-A-1/2_4_5,0.0001148,,1.148E-04,,CCF of two components: X225-A-MT1 & X225-A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X225-A-MT1,X225-A-MT2",,,,,
X225-A-1-MT,7.199741E-05,3,72H,,Startup auxiliary transformer 1 failure,,U,,,X225-A-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X225-A-2,0.008721743,3,IE-YEAR,,transformers - general - all,,U,,,X225-A-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X225-A-MT1,7.199741E-05,3,72H,,Startup auxiliary transformer 1 failure,,U,,,X225-A-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X225-A-MT2,7.199741E-05,3,72H,,transformers - general - all,,U,,,X225-A-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X226-A-1,0.08387274,3,IE-YEAR,,Unit 1 66kV supply failure,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X226-A-1-MT,0.0007197409,3,72H,,Unit 1 66kV supply failure,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X226-A-2,0.08387274,3,IE-YEAR,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X226-A-MT1,0.0007197409,3,72H,,Unit 1 66kV supply failure,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X226-A-MT2,0.0007197409,3,72H,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X227-1,0.001438964,3,STANDBY-IE,,Unit auxiliary trsnformer failure,,U,,,227-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X227-1-MT,7.199741E-05,3,72H,,Unit auxiliary trsnformer failure,,U,,,227-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X227-2,0.001438964,3,STANDBY-IE,,transformers - general - all,,U,,,227-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X227-MT1,7.199741E-05,3,72H,,Unit auxiliary trsnformer failure,,U,,,227-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X227-MT2,7.199741E-05,3,72H,,transformers - general - all,,U,,,227-1/2,,,,,,B12-TRNSFRMR-GENERAL-ALL,,,,,,,,,,,,,,,
X228-1,0.001438964,3,STANDBY-IE,,Unit 1 generator 25kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X228-1-MT,7.199741E-05,3,72H,,Unit 1 generator 25kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X228-2,0.001438964,3,STANDBY-IE,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X228-MT1,7.199741E-05,3,72H,,Unit 1 generator 25kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X228-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X229-1,0.001438964,3,STANDBY-IE,,Unit 1 generator 25kV feeder breaker fails closed,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X229-1-MT,7.199741E-05,3,72H,,Unit 1 generator 25kV feeder breaker fails closed,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X229-2,0.001438964,3,STANDBY-IE,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X229-MT1,7.199741E-05,3,72H,,Unit 1 generator 25kV feeder breaker fails closed,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X229-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X22-MT1,0.005982036,3,DEMAND,,Valve A fails closed,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X22-MT2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X230-1,0.001438964,3,STANDBY-IE,,Unit 1-2 25kV tie breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X230-1-MT,7.199741E-05,3,72H,,Unit 1-2 25kV tie breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X230-2,0.001438964,3,STANDBY-IE,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X230-MT1,7.199741E-05,3,72H,,Unit 1-2 25kV tie breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X230-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X23-1,0.005982036,3,DEMAND,,Inlet valve fails open,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X231-1,0.001438964,3,STANDBY-IE,,Unit generator 2 25kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X231-1-MT,7.199741E-05,3,72H,,Unit generator 2 25kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X231-2,0.001438964,3,STANDBY-IE,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X231-MT1,7.199741E-05,3,72H,,Unit generator 2 25kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X231-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X23-2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X232-1,0.1088121,3,STANDBY-IE,,Unit generator 1 electrical/mechanical failure,,U,,,X232-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X232-1/2_1_2,0.007673,,7.673E-03,,CCF of two components: X232-1 & X232-1-MT,,Y,,,,,,,,,,,,,,,,,,,"X232-1,X232-1-MT",,,,,
X232-1/2_1_3,0.007673,,7.673E-03,,CCF of two components: X232-1 & X232-2,,Y,,,,,,,,,,,,,,,,,,,"X232-1,X232-2",,,,,
X232-1/2_1_4,0.007673,,7.673E-03,,CCF of two components: X232-1 & X232-MT1,,Y,,,,,,,,,,,,,,,,,,,"X232-1,X232-MT1",,,,,
X232-1/2_1_5,0.007673,,7.673E-03,,CCF of two components: X232-1 & X232-MT2,,Y,,,,,,,,,,,,,,,,,,,"X232-1,X232-MT2",,,,,
X232-1/2_2_3,0.007673,,7.673E-03,,CCF of two components: X232-1-MT & X232-2,,Y,,,,,,,,,,,,,,,,,,,"X232-1-MT,X232-2",,,,,
X232-1/2_2_4,0.007673,,7.673E-03,,CCF of two components: X232-1-MT & X232-MT1,,Y,,,,,,,,,,,,,,,,,,,"X232-1-MT,X232-MT1",,,,,
X232-1/2_2_5,0.007673,,7.673E-03,,CCF of two components: X232-1-MT & X232-MT2,,Y,,,,,,,,,,,,,,,,,,,"X232-1-MT,X232-MT2",,,,,
X232-1/2_3_4,0.007673,,7.673E-03,,CCF of two components: X232-2 & X232-MT1,,Y,,,,,,,,,,,,,,,,,,,"X232-2,X232-MT1",,,,,
X232-1/2_3_5,0.007673,,7.673E-03,,CCF of two components: X232-2 & X232-MT2,,Y,,,,,,,,,,,,,,,,,,,"X232-2,X232-MT2",,,,,
X232-1/2_4_5,0.007673,,7.673E-03,,CCF of two components: X232-MT1 & X232-MT2,,Y,,,,,,,,,,,,,,,,,,,"X232-MT1,X232-MT2",,,,,
X232-1-MT,0.005743443,3,72H,,Unit generator 1 electrical/mechanical failure,,U,,,X232-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X232-2,0.1088121,3,STANDBY-IE,,diesel generator - all - fail to run,,U,,,X232-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X232-MT1,0.005743443,3,72H,,Unit generator 1 electrical/mechanical failure,,U,,,X232-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X232-MT2,0.005743443,3,72H,,diesel generator - all - fail to run,,U,,,X232-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X233-1,0.004310682,3,STANDBY-IE,,unit transformer overload fault,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X233-1-MT,0.0002159767,3,72H,,unit transformer overload fault,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X233-2,0.004310682,3,STANDBY-IE,,transformers - high voltage transformer - trip off line,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X233-MT1,0.0002159767,3,72H,,unit transformer overload fault,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X233-MT2,0.0002159767,3,72H,,transformers - high voltage transformer - trip off line,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X234-1,0.1088121,3,STANDBY-IE,,Unit generator 1 electrical/mechanical failure,,U,,,X234-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X234-1/2_1_2,0.0006119,,6.119E-04,,CCF of two components: X234-1 & X234-1-MT,,Y,,,,,,,,,,,,,,,,,,,"X234-1,X234-1-MT",,,,,
X234-1/2_1_3,0.0006119,,6.119E-04,,CCF of two components: X234-1 & X234-2,,Y,,,,,,,,,,,,,,,,,,,"X234-1,X234-2",,,,,
X234-1/2_1_4,0.0006119,,6.119E-04,,CCF of two components: X234-1 & X234-MT1,,Y,,,,,,,,,,,,,,,,,,,"X234-1,X234-MT1",,,,,
X234-1/2_1_5,0.0006119,,6.119E-04,,CCF of two components: X234-1 & X234-MT2,,Y,,,,,,,,,,,,,,,,,,,"X234-1,X234-MT2",,,,,
X234-1/2_2_3,0.0006119,,6.119E-04,,CCF of two components: X234-1-MT & X234-2,,Y,,,,,,,,,,,,,,,,,,,"X234-1-MT,X234-2",,,,,
X234-1/2_2_4,0.0006119,,6.119E-04,,CCF of two components: X234-1-MT & X234-MT1,,Y,,,,,,,,,,,,,,,,,,,"X234-1-MT,X234-MT1",,,,,
X234-1/2_2_5,0.0006119,,6.119E-04,,CCF of two components: X234-1-MT & X234-MT2,,Y,,,,,,,,,,,,,,,,,,,"X234-1-MT,X234-MT2",,,,,
X234-1/2_3_4,0.0006119,,6.119E-04,,CCF of two components: X234-2 & X234-MT1,,Y,,,,,,,,,,,,,,,,,,,"X234-2,X234-MT1",,,,,
X234-1/2_3_5,0.0006119,,6.119E-04,,CCF of two components: X234-2 & X234-MT2,,Y,,,,,,,,,,,,,,,,,,,"X234-2,X234-MT2",,,,,
X234-1/2_4_5,0.0006119,,6.119E-04,,CCF of two components: X234-MT1 & X234-MT2,,Y,,,,,,,,,,,,,,,,,,,"X234-MT1,X234-MT2",,,,,
X234-1-MT,0.005743443,3,72H,,Unit generator 1 electrical/mechanical failure,,U,,,X234-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X234-2,0.1088121,3,STANDBY-IE,,diesel generator - all - fail to run,,U,,,X234-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X234-MT1,0.005743443,3,72H,,Unit generator 1 electrical/mechanical failure,,U,,,X234-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X234-MT2,0.005743443,3,72H,,diesel generator - all - fail to run,,U,,,X234-1/2,,,,,,B7-DG-ALL-FTR,,,,,,,,,,,,,,,
X235-1,0.004310682,3,STANDBY-IE,,unit transformer overload fault,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X235-1-MT,0.0002159767,3,72H,,unit transformer overload fault,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X235-2,0.004310682,3,STANDBY-IE,,transformers - high voltage transformer - trip off line,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X235-MT1,0.0002159767,3,72H,,unit transformer overload fault,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X235-MT2,0.0002159767,3,72H,,transformers - high voltage transformer - trip off line,,U,,,,,,,,,B12-TRNSFRMR-HIGHV-TRIP,,,,,,,,,,,,,,,
X236-1,0.01429682,3,STANDBY-IE,,Unit 1 load insufficient to remain online,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X236-1-MT,0.0007197409,3,72H,,Unit 1 load insufficient to remain online,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X236-2,0.01429682,3,STANDBY-IE,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X236-MT1,0.0007197409,3,72H,,Unit 1 load insufficient to remain online,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X236-MT2,0.0007197409,3,72H,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X237-1,0.01429682,3,STANDBY-IE,,Load rejection offsite power lost,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X237-1-MT,0.0007197409,3,72H,,Load rejection offsite power lost,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X237-2,0.01429682,3,STANDBY-IE,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X237-MT1,0.0007197409,3,72H,,Load rejection offsite power lost,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X237-MT2,0.0007197409,3,72H,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X238-1,0.01429682,3,STANDBY-IE,,Unit 1 load insufficient to remain online,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X238-1-MT,0.0007197409,3,72H,,Unit 1 load insufficient to remain online,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X238-2,0.01429682,3,STANDBY-IE,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X238-MT1,0.0007197409,3,72H,,Unit 1 load insufficient to remain online,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
